CustomerID;Age;MaritalStatus;NumberChildren AtHome;YearlyIncome;BikeBuyer;AvgMonthSpend;Savingscapacity;BikeBuyerText
23023;34;1;1;107174;1;54.75;106517;YES
22794;39;1;2;36144;1;49.11;35554.68;YES
26940;39;2;0;135030;1;62.11;134284.68;YES
15227;34;2;0;135203;0;55.99;134531.12;NO
13348;54;1;1;110711;1;54.87;110052.56;YES
28448;24;1;0;58021;1;48.2;57442.6;YES
29156;29;2;0;59887;1;50.48;59281.24;YES
13278;31;2;0;27295;0;56.8;26613.4;NO
28229;40;2;0;60378;0;51.1;59764.8;NO
24967;49;2;0;56394;1;48.47;55812.36;YES
28066;28;1;1;109504;1;54.7;108847.6;YES
26634;37;1;1;32158;0;57.44;31468.72;NO
29449;56;2;0;132286;0;54.22;131635.36;NO
26787;19;2;0;36091;0;50.44;35485.72;NO
24190;38;2;0;52068;0;56.94;51384.72;NO
22112;42;1;1;27214;0;46.95;26650.6;NO
22255;26;1;0;109871;1;51.29;109255.52;YES
21434;31;2;0;105940;0;53.56;105297.28;NO
11310;44;2;0;81516;1;49.9;80917.2;YES
16949;27;1;0;111447;1;51.06;110834.28;YES
28012;53;2;1;129952;1;53.23;129313.24;YES
18048;22;2;0;57809;0;49.24;57218.12;NO
26934;37;2;0;26148;0;48.61;25564.68;NO
13688;24;2;0;57070;0;48.76;56484.88;NO
17423;35;2;0;77845;1;54.54;77190.52;YES
26918;20;2;0;61255;1;49.18;60664.84;YES
25250;40;2;0;87148;1;53.87;86501.56;YES
14453;41;2;0;79960;1;49.93;79360.84;YES
20424;45;1;1;55363;1;52.35;54734.8;YES
11875;37;1;1;26034;0;57.06;25349.28;NO
16250;29;2;0;111488;1;51.16;110874.08;YES
12972;30;2;0;86461;0;54.46;85807.48;NO
21214;33;2;0;53605;0;50.4;53000.2;NO
24483;61;2;0;83715;0;50.03;83114.64;NO
15124;22;2;0;53210;0;48.52;52627.76;NO
21799;46;1;1;82126;1;56.09;81452.92;YES
22489;32;1;1;53485;0;52.5;52855;NO
17421;34;1;1;101858;1;54.22;101207.36;YES
14389;50;1;1;85068;1;51.88;84445.44;YES
25769;40;2;0;35090;0;50.44;34484.72;NO
13312;37;1;0;54120;1;48.51;53537.88;YES
23503;37;1;0;102770;1;51.52;102151.76;YES
24450;48;1;0;84075;0;50.79;83465.52;NO
15929;41;1;1;54580;1;50;53980;YES
26876;20;2;0;28130;0;47.22;27563.36;NO
21458;52;1;0;27739;0;45.61;27191.68;NO
12366;55;1;1;79443;1;49.89;78844.32;YES
12138;63;1;0;53648;0;48.76;53062.88;NO
17958;27;1;1;52738;1;50.35;52133.8;YES
15465;17;1;0;31668;0;45.8;31118.4;NO
12777;41;1;0;78933;0;50.13;78331.44;NO
15933;42;2;0;53677;1;50.33;53073.04;YES
12107;47;1;0;32532;0;48.64;31948.32;NO
18198;23;2;0;29196;0;49.78;28598.64;NO
15319;50;1;1;82505;1;51.95;81881.6;YES
16245;38;2;0;112257;1;55.72;111588.36;YES
11886;39;1;1;110966;1;52.61;110334.68;YES
21387;45;2;0;81941;0;56.2;81266.6;NO
13501;39;1;0;77605;1;50.14;77003.32;YES
20515;50;2;0;77083;0;52.29;76455.52;NO
12118;46;1;2;112674;1;53.49;112032.12;YES
27008;25;2;0;28048;0;48.23;27469.24;NO
27465;18;2;0;78648;1;53.41;78007.08;YES
22910;29;1;1;56280;1;50.83;55670.04;YES
22709;23;2;0;34972;0;49;34384;NO
20425;44;1;0;26698;0;45.17;26155.96;NO
22025;20;2;0;57040;1;51.51;56421.88;YES
24812;31;1;1;29353;0;57.98;28657.24;NO
22786;45;1;2;51997;1;56.16;51323.08;YES
12963;34;1;0;80081;1;58.82;79375.16;YES
21510;42;1;2;59112;0;52.1;58486.8;NO
12713;24;2;0;29719;0;50.1;29117.8;NO
17280;28;1;0;76801;0;49.91;76202.08;NO
21660;34;1;1;57620;1;49.78;57022.64;YES
25334;31;1;0;87958;1;53.55;87315.4;YES
16738;58;1;0;81816;0;50.57;81209.16;NO
21700;42;1;1;26257;0;59.01;25548.88;NO
20253;32;2;0;61661;0;49.54;61066.52;NO
27683;48;1;0;54868;0;48.82;54282.16;NO
21964;30;1;1;84991;0;54.89;84332.32;NO
25808;50;2;1;32948;0;47.15;32382.2;NO
15466;27;1;2;52931;1;48.72;52346.36;YES
23531;36;2;0;54237;1;52.77;53603.76;YES
15355;41;1;0;58526;1;49.11;57936.68;YES
14331;17;2;0;59949;1;50.9;59338.2;YES
14046;30;1;0;27630;0;45.69;27081.72;NO
19031;40;1;0;52625;1;48.77;52039.76;YES
15184;39;2;0;32040;1;58.9;31333.2;YES
24865;44;2;0;127631;1;53.27;126991.76;YES
12667;20;1;0;101870;1;50.48;101264.24;YES
12899;27;1;1;86997;1;51.95;86373.6;YES
28098;50;1;1;55776;1;48.9;55189.2;YES
27243;23;2;0;34981;0;46.14;34427.32;NO
21414;23;1;0;80718;0;50.17;80115.96;NO
11066;23;1;0;111100;1;50.95;110488.6;YES
16313;19;2;0;81859;1;50.78;81249.64;YES
15550;30;2;0;109455;1;52.12;108829.56;YES
23638;49;1;1;51935;1;51.54;51316.52;YES
21386;16;2;0;86687;0;51.96;86063.48;NO
11774;24;1;0;77428;0;49.75;76831;NO
17407;63;1;0;104966;1;51.74;104345.12;YES
27696;34;1;1;138851;1;61.57;138112.16;YES
28491;36;2;0;55788;0;49.03;55199.64;NO
27946;43;1;1;53220;1;50.17;52617.96;YES
12609;37;1;0;130068;1;52.21;129441.48;YES
16277;32;1;0;136382;0;52.24;135755.12;NO
15928;41;2;0;28360;0;48.8;27774.4;NO
14762;39;2;0;102989;0;53.86;102342.68;NO
17022;36;1;1;77958;1;49.1;77368.8;YES
12491;31;1;0;83176;0;57.97;82480.36;NO
21718;37;2;0;104486;1;62.22;103739.36;YES
18271;34;1;0;111986;1;60.66;111258.08;YES
28917;49;2;0;60158;1;51.62;59538.56;YES
20168;37;1;1;54547;1;49.37;53954.56;YES
24955;51;2;1;53965;1;51.29;53349.52;YES
23093;20;1;0;112474;1;51.83;111852.04;YES
21592;27;1;0;84882;1;50.54;84275.52;YES
16811;46;1;1;109047;1;61.18;108312.84;YES
23015;26;1;1;83544;0;55;82884;NO
14959;34;2;0;34008;1;56.75;33327;YES
17596;30;2;0;82599;1;53.02;81962.76;YES
20782;38;1;0;132558;1;52.28;131930.64;YES
14439;32;1;0;58167;1;51.77;57545.76;YES
29265;60;2;1;134724;1;56.9;134041.2;YES
22642;30;2;0;57901;0;48.86;57314.68;NO
24055;30;2;0;55262;1;48.5;54680;YES
21614;30;1;1;106207;1;54.83;105549.04;YES
16781;52;1;1;105703;1;52.65;105071.2;YES
17643;25;2;0;59558;0;48.8;58972.4;NO
27461;17;2;0;55413;0;52.51;54782.88;NO
20867;45;1;0;110278;0;59.46;109564.48;NO
12421;44;1;2;85400;1;59.23;84689.24;YES
29455;19;1;0;60171;0;48.63;59587.44;NO
18833;42;1;2;84964;1;54.2;84313.6;YES
26173;20;1;0;82841;0;50.92;82229.96;NO
17638;25;2;0;57850;0;52.86;57215.68;NO
21521;51;2;1;51525;0;51.2;50910.6;NO
13914;32;1;0;104568;0;51.12;103954.56;NO
28504;38;2;0;57545;1;56.79;56863.52;YES
20781;37;1;0;77520;1;50.66;76912.08;YES
13920;33;2;0;84372;0;52.53;83741.64;NO
12396;26;2;0;35523;0;46.48;34965.24;NO
11801;27;1;0;133757;0;52.37;133128.56;NO
11538;38;2;0;50986;0;51.14;50372.32;NO
24782;25;1;1;32935;1;48.14;32357.32;YES
20067;22;2;0;58992;1;50.85;58381.8;YES
11671;31;2;0;132600;1;55.96;131928.48;YES
14810;30;1;1;106668;0;59.78;105950.64;NO
20912;30;1;0;104980;0;51.46;104362.48;NO
25803;48;1;0;30408;1;48.26;29828.88;YES
27971;23;2;0;60968;0;50.31;60364.28;NO
14712;25;2;0;60286;1;48.99;59698.12;YES
12656;48;1;2;57879;1;60.47;57153.36;YES
29043;29;1;2;61931;1;52.56;61300.28;YES
17473;58;1;1;77465;1;49.14;76875.32;YES
14157;28;2;0;132250;1;54.55;131595.4;YES
21059;30;1;0;56355;1;48.02;55778.76;YES
22603;27;2;0;58296;1;52.74;57663.12;YES
19644;19;2;0;60219;0;52.25;59592;NO
21925;37;2;0;60060;0;52.4;59431.2;NO
19373;20;2;0;58661;1;50.1;58059.8;YES
16304;17;2;0;52842;0;50.61;52234.68;NO
29415;19;2;0;54214;0;52.58;53583.04;NO
14710;26;2;0;83018;0;53.03;82381.64;NO
21444;54;1;0;54020;1;48.34;53439.92;YES
23043;42;1;1;86029;1;52.12;85403.56;YES
26177;16;1;0;30803;0;45.87;30252.56;NO
28332;21;1;0;87515;1;49.88;86916.44;YES
14446;33;1;1;129552;1;64.49;128778.12;YES
26780;17;2;0;85077;1;52.95;84441.6;YES
14445;31;1;1;134818;1;60.85;134087.8;YES
18919;23;2;0;102834;1;53.29;102194.52;YES
27178;26;2;0;30585;0;47.14;30019.32;NO
16105;32;2;0;107085;0;55.54;106418.52;NO
20391;57;1;0;84410;1;50.55;83803.4;YES
24104;33;1;1;87054;1;51.31;86438.28;YES
21501;45;2;0;27318;0;50.13;26716.44;NO
23734;46;1;0;33708;0;46.21;33153.48;NO
23374;34;1;1;103867;1;52.32;103239.16;YES
16634;27;1;1;105754;1;51.91;105131.08;YES
11515;43;1;0;56951;1;48.68;56366.84;YES
22295;29;2;0;112286;1;53.08;111649.04;YES
28434;21;2;0;106396;1;51.77;105774.76;YES
15679;45;1;1;55562;1;56.11;54888.68;YES
13671;23;2;0;29609;0;47.58;29038.04;NO
12053;30;2;0;86849;0;50.01;86248.88;NO
28943;24;2;0;104161;1;52.56;103530.28;YES
14774;29;2;0;53056;0;49.32;52464.16;NO
21559;24;1;0;58934;0;49.13;58344.44;NO
14814;34;2;0;79445;1;52.07;78820.16;YES
16034;34;1;2;130876;1;55.63;130208.44;YES
15449;62;1;1;105326;1;54.47;104672.36;YES
25084;35;1;2;52989;1;54.37;52336.56;YES
11942;48;1;2;35918;0;47.74;35345.12;NO
13458;42;1;0;53906;0;48.47;53324.36;NO
22835;49;1;1;28487;0;46.99;27923.12;NO
28873;44;1;0;59358;0;55.52;58691.76;NO
11661;27;2;0;29775;0;48.95;29187.6;NO
13039;17;2;0;110331;1;54.4;109678.2;YES
29024;46;2;0;54631;0;48.62;54047.56;NO
29418;21;2;0;54784;0;48.78;54198.64;NO
13119;31;2;0;108390;1;56.12;107716.56;YES
19201;30;1;0;132528;0;55.34;131863.92;NO
17641;26;2;0;35623;0;47.35;35054.8;NO
16869;36;1;1;109238;1;54.37;108585.56;YES
13849;25;2;0;60358;0;51;59746;NO
29451;54;2;0;35117;0;46.89;34554.32;NO
23106;42;1;0;58415;0;48.39;57834.32;NO
23376;35;1;1;84469;1;53.07;83832.16;YES
24039;28;1;0;81565;0;49.38;80972.44;NO
11885;37;1;0;87876;0;53.67;87231.96;NO
27483;48;1;1;59768;1;57.39;59079.32;YES
18308;41;2;0;76911;1;50.46;76305.48;YES
13445;35;1;1;58376;1;52.6;57744.8;YES
28719;29;2;0;105321;0;52.03;104696.64;NO
21321;36;2;0;78477;1;57.48;77787.24;YES
15446;36;2;0;37170;1;48.07;36593.16;YES
27799;30;2;0;55809;1;52.62;55177.56;YES
24793;27;1;1;28315;0;45.43;27769.84;NO
11056;44;1;1;105087;1;51.69;104466.72;YES
29439;35;1;0;102511;0;50.38;101906.44;NO
11367;18;1;0;62558;0;49.31;61966.28;NO
13381;48;1;0;51446;0;47.88;50871.44;NO
15320;50;1;1;77858;1;50.58;77251.04;YES
16898;45;1;1;59345;1;53.1;58707.8;YES
26399;51;1;1;108237;1;51.34;107620.92;YES
14858;46;1;0;57842;0;57.61;57150.68;NO
24407;33;1;1;106667;1;53.48;106025.24;YES
16855;34;1;0;77441;1;50.14;76839.32;YES
13554;27;1;1;131310;1;51.87;130687.56;YES
16879;61;2;1;101962;1;53.93;101314.84;YES
25729;37;1;1;55796;1;49.83;55198.04;YES
20130;26;1;0;78350;0;49.15;77760.2;NO
29212;31;2;0;58178;0;52.26;57550.88;NO
13886;26;1;2;134096;1;53.91;133449.08;YES
19130;27;1;1;26165;0;44.66;25629.08;NO
23247;31;2;0;135117;1;63.23;134358.24;YES
18950;32;2;0;52114;1;48.61;51530.68;YES
22498;33;2;0;56127;0;54.85;55468.8;NO
21193;35;1;0;105015;1;56.78;104333.64;YES
23719;48;1;0;52555;0;49.63;51959.44;NO
22501;31;2;0;137620;1;61.38;136883.44;YES
12801;29;2;0;54694;0;49.43;54100.84;NO
19514;22;2;0;57242;0;47.85;56667.8;NO
13292;35;2;0;78960;1;50;78360;YES
25537;61;2;0;80572;1;52.56;79941.28;YES
21723;25;1;1;53012;0;52.02;52387.76;NO
29326;17;2;0;58321;0;50.68;57712.84;NO
18347;22;2;0;33656;1;47.24;33089.12;YES
22543;24;2;0;129693;1;53.58;129050.04;YES
19324;29;1;1;55649;1;49.11;55059.68;YES
24338;36;2;0;58593;0;48.02;58016.76;NO
17546;35;1;1;52034;1;50.19;51431.72;YES
12870;20;2;0;30026;0;48.61;29442.68;NO
14600;27;1;1;25659;0;47.49;25089.12;NO
21600;29;1;0;81940;1;49.89;81341.32;YES
17190;41;2;0;59608;0;50.08;59007.04;NO
25735;36;2;0;109412;0;55.19;108749.72;NO
23471;41;1;2;60648;1;56.88;59965.44;YES
17249;24;1;0;55953;0;49.32;55361.16;NO
26181;19;1;0;84677;0;50.44;84071.72;NO
27317;50;1;0;59146;0;48.83;58560.04;NO
22088;36;1;1;53420;1;48.34;52839.92;YES
18805;25;1;0;59899;0;49.35;59306.8;NO
22081;36;1;0;60004;0;48.58;59421.04;NO
20676;30;1;0;82174;1;51.71;81553.48;YES
25673;21;2;0;81629;1;52.87;80994.56;YES
19210;43;1;0;61856;0;48.1;61278.8;NO
21364;20;2;0;29090;0;45.57;28543.16;NO
28931;21;1;0;129281;1;52.49;128651.12;YES
24329;34;2;0;86059;0;53.41;85418.08;NO
22298;29;2;0;105493;0;55.18;104830.84;NO
29038;30;2;0;106306;1;52.79;105672.52;YES
12851;17;2;0;54575;1;49.55;53980.4;YES
23831;25;1;1;103750;1;52.73;103117.24;YES
21323;36;1;1;84100;1;57.54;83409.52;YES
22456;46;2;0;29174;0;48.04;28597.52;NO
25748;28;2;0;137337;1;54.24;136686.12;YES
13961;31;1;0;128806;1;51.96;128182.48;YES
27701;37;1;2;83787;1;57.79;83093.52;YES
21397;22;1;0;77330;1;50.15;76728.2;YES
16970;30;2;0;83074;1;50.7;82465.6;YES
18896;48;1;1;31744;0;50.42;31138.96;NO
17238;23;2;0;55359;0;50.15;54757.2;NO
29336;19;2;0;52289;1;51.15;51675.2;YES
24391;41;1;1;51124;1;49.6;50528.8;YES
27511;41;2;0;27289;0;46.43;26731.84;NO
28032;49;1;1;129222;1;54.75;128565;YES
20615;23;2;0;77156;0;53.15;76518.2;NO
19902;41;1;1;77031;1;58.28;76331.64;YES
26745;34;1;1;52240;1;50.16;51638.08;YES
17688;37;1;2;136601;1;62.47;135851.36;YES
20858;28;1;2;36841;1;49.03;36252.64;YES
27639;34;2;0;87112;1;54.94;86452.72;YES
15652;36;1;0;30122;0;46.04;29569.52;NO
18901;46;2;0;59614;0;52.84;58979.92;NO
11042;20;1;0;109807;1;51.4;109190.2;YES
29286;33;2;0;84548;1;56.77;83866.76;YES
23535;32;2;0;133896;0;56.98;133212.24;NO
23880;31;2;0;86179;0;52.91;85544.08;NO
11025;51;1;1;30911;0;50.72;30302.36;NO
17220;48;1;1;28700;0;46.88;28137.44;NO
17021;36;1;1;84841;1;54.22;84190.36;YES
29076;20;2;0;26716;0;48.59;26132.92;NO
27058;25;2;0;51884;0;51.23;51269.24;NO
11377;36;1;2;105489;1;57.5;104799;YES
11784;24;1;1;28129;0;44.94;27589.72;NO
13024;50;1;1;108115;1;54.56;107460.28;YES
25783;51;2;0;60752;0;49.15;60162.2;NO
19481;35;1;2;58169;1;49.9;57570.2;YES
26593;31;2;0;53186;1;61.16;52452.08;YES
25175;34;2;0;34397;0;50.16;33795.08;NO
26294;25;1;0;129263;1;51.21;128648.48;YES
15476;27;2;0;138268;0;56.68;137587.84;NO
27830;20;2;0;57384;0;48.86;56797.68;NO
16944;59;2;0;78404;0;51.69;77783.72;NO
19920;51;2;0;80141;0;53.7;79496.6;NO
15272;21;2;0;83100;1;50.26;82496.88;YES
17065;31;1;1;132026;1;56.88;131343.44;YES
15806;35;1;1;105461;1;53.84;104814.92;YES
13081;40;2;0;61272;1;53.37;60631.56;YES
28788;39;1;1;54460;1;51.07;53847.16;YES
22620;28;2;0;134586;1;54.49;133932.12;YES
23413;29;1;0;109523;0;51.5;108905;NO
27976;25;2;0;133295;0;54.53;132640.64;NO
28696;27;2;0;137731;1;53.56;137088.28;YES
25722;36;2;0;103467;1;60.12;102745.56;YES
26543;50;2;1;52628;0;52.42;51998.96;NO
22823;44;1;1;103819;1;52.12;103193.56;YES
19983;27;1;0;52264;0;48.4;51683.2;NO
20706;29;2;0;106407;1;53.17;105768.96;YES
26937;37;2;0;56014;0;51.32;55398.16;NO
28966;48;2;0;59403;0;52.15;58777.2;NO
21739;35;2;0;52717;1;53.94;52069.72;YES
20296;24;2;0;106957;0;53.05;106320.4;NO
23547;44;2;0;57797;1;49.57;57202.16;YES
13789;32;2;0;60383;1;49.68;59786.84;YES
12051;29;2;0;33412;1;47.64;32840.32;YES
29057;19;2;0;84770;1;52.38;84141.44;YES
12808;29;1;0;52571;0;47.44;52001.72;NO
15877;51;1;0;110035;0;51.04;109422.52;NO
22675;32;2;0;29278;0;49.84;28679.92;NO
12211;23;1;0;134431;1;51.96;133807.48;YES
14210;20;1;0;103240;0;51.18;102625.84;NO
23505;36;2;0;77408;0;53.47;76766.36;NO
23345;39;2;0;55875;1;54.77;55217.76;YES
13387;47;1;2;82202;1;50.59;81594.92;YES
15259;19;2;0;29287;0;48.88;28700.44;NO
23892;32;1;1;137586;1;56.47;136908.36;YES
17252;25;1;1;82911;1;53.99;82263.12;YES
17501;45;1;1;26474;0;53.92;25826.96;NO
11047;47;1;0;53046;1;48.1;52468.8;YES
25689;35;2;0;110287;1;53.92;109639.96;YES
16204;26;2;0;36568;0;47.09;36002.92;NO
28163;35;1;1;56676;1;50.31;56072.28;YES
26591;39;2;0;78607;1;50;78007;YES
26816;29;1;1;28324;0;49.73;27727.24;NO
27366;26;2;0;54472;0;50.52;53865.76;NO
18758;18;2;0;32039;0;49.17;31448.96;NO
21828;42;2;0;108846;1;55.61;108178.68;YES
15851;30;2;0;59055;1;49.84;58456.92;YES
16857;34;1;0;59861;1;51.73;59240.24;YES
15856;29;1;0;51703;0;48.3;51123.4;NO
14143;37;2;0;52708;1;50;52108;YES
28463;40;2;0;86007;1;62.4;85258.2;YES
25525;21;1;0;52710;1;48.43;52128.84;YES
20486;55;1;0;58050;0;49.36;57457.68;NO
23132;40;1;2;56566;1;53.36;55925.68;YES
23639;50;1;0;29348;0;45.48;28802.24;NO
28129;23;2;0;86361;1;52.97;85725.36;YES
13222;51;1;1;58671;0;48.96;58083.48;NO
20129;25;2;0;132042;1;52.41;131413.08;YES
15263;56;1;1;106804;1;52.88;106169.44;YES
20596;49;1;1;103576;1;53.02;102939.76;YES
12083;51;1;1;108451;1;51.06;107838.28;YES
12100;48;2;0;135531;1;56.34;134854.92;YES
11472;34;2;0;80084;1;60.48;79358.24;YES
19489;33;2;0;112428;0;51.78;111806.64;NO
11249;42;1;1;55467;1;47.98;54891.24;YES
15190;23;2;0;80245;1;51.57;79626.16;YES
16083;30;1;1;61597;1;52.06;60972.28;YES
28713;28;1;0;107835;0;51.35;107218.8;NO
22166;21;2;0;31938;0;47.43;31368.84;NO
11535;39;1;0;55151;0;54.43;54497.84;NO
20362;60;1;1;83235;1;52.21;82608.48;YES
25349;40;1;1;56744;1;59.42;56030.96;YES
21231;44;1;0;52354;1;48.02;51777.76;YES
14367;26;2;0;56928;0;50.95;56316.6;NO
28272;41;1;0;35928;1;52.81;35294.28;YES
24722;27;2;0;111950;1;52.72;111317.36;YES
17549;55;1;1;59342;1;51.22;58727.36;YES
16941;40;1;2;77015;1;53.19;76376.72;YES
19283;39;1;1;28673;0;56.08;28000.04;NO
28344;19;2;0;28021;0;48.26;27441.88;NO
26160;40;1;0;86094;0;59.29;85382.52;NO
15328;48;1;0;104614;0;60.38;103889.44;NO
28601;41;2;0;53078;1;50.57;52471.16;YES
27552;30;2;0;81244;0;51.93;80620.84;NO
25664;19;1;0;80214;0;50.19;79611.72;NO
28963;27;2;0;78027;1;49.9;77428.2;YES
27623;40;2;0;32151;1;47.94;31575.72;YES
25872;49;2;0;58298;0;50.4;57693.2;NO
23073;56;1;0;109512;1;51.69;108891.72;YES
20724;26;2;0;53529;0;48.86;52942.68;NO
20875;28;1;1;58006;1;52.39;57377.32;YES
16395;29;1;0;83277;1;49.6;82681.8;YES
19008;47;2;0;76787;0;49.78;76189.64;NO
23782;22;2;0;109404;1;51.33;108788.04;YES
20937;20;2;0;77566;0;51.55;76947.4;NO
12090;49;1;1;60674;1;48.73;60089.24;YES
14949;32;1;1;59638;1;53.95;58990.6;YES
13555;27;1;1;56670;1;51.3;56054.4;YES
13403;45;2;0;59714;1;48.81;59128.28;YES
16946;59;1;1;57600;1;49.51;57005.88;YES
29448;55;2;0;84883;1;51.26;84267.88;YES
19937;46;2;0;105883;1;60.56;105156.28;YES
14134;20;2;0;84673;1;52.15;84047.2;YES
12358;27;1;1;32536;0;49.79;31938.52;NO
16033;25;1;1;85077;1;52.79;84443.52;YES
22129;58;1;0;109854;0;50.76;109244.88;NO
25339;43;1;1;51943;1;51.2;51328.6;YES
28375;30;2;0;35959;1;49.83;35361.04;YES
25375;25;1;0;106758;0;51.18;106143.84;NO
16822;38;1;1;82204;1;50.01;81603.88;YES
28900;44;2;0;59330;0;49.79;58732.52;NO
24197;27;2;0;106037;0;51.64;105417.32;NO
21555;23;2;0;28235;0;48.23;27656.24;NO
13171;29;2;0;134267;0;55.68;133598.84;NO
13151;18;2;0;85316;0;50.37;84711.56;NO
11820;31;1;1;59335;1;50.87;58724.56;YES
21225;38;2;0;57913;1;51.21;57298.48;YES
25485;32;1;1;54970;1;59.33;54258.04;YES
24740;42;2;0;58836;0;50.31;58232.28;NO
17284;29;2;0;28841;0;48.66;28257.08;NO
22142;56;1;3;52361;1;52.57;51730.16;YES
23748;19;2;0;33586;0;49.59;32990.92;NO
22779;45;1;2;79742;1;52.23;79115.24;YES
25544;40;2;0;27651;0;47.58;27080.04;NO
11463;25;1;0;58468;1;48.06;57891.28;YES
13405;39;1;1;86809;1;51.72;86188.36;YES
19942;48;2;0;108309;0;64.09;107539.92;NO
12237;56;1;2;53464;1;50.73;52855.24;YES
22873;35;1;1;85913;1;50.23;85310.24;YES
24859;42;2;0;78297;1;52.79;77663.52;YES
20606;23;1;0;28418;0;45.67;27869.96;NO
18176;47;1;1;60483;0;58.83;59777.04;NO
15944;33;1;0;81428;0;49.91;80829.08;NO
28842;26;1;0;133557;1;52.37;132928.56;YES
23914;32;1;1;51949;1;50.44;51343.72;YES
14310;31;2;0;78292;1;58.35;77591.8;YES
15379;33;1;1;108403;1;54.36;107750.68;YES
24436;44;1;0;108982;1;50.92;108370.96;YES
23203;32;2;0;137600;0;58.5;136898;NO
13717;44;1;1;109171;1;53.88;108524.44;YES
15216;37;1;1;82847;1;50.7;82238.6;YES
11691;33;2;0;52205;0;48.08;51628.04;NO
12116;46;2;0;35601;1;47.65;35029.2;YES
26744;35;1;1;85417;1;59.79;84699.52;YES
25752;44;2;0;58940;0;50.5;58334;NO
14374;24;1;0;133988;0;52.67;133355.96;NO
13379;48;2;0;78691;0;49.48;78097.24;NO
20500;53;1;0;29239;0;45.82;28689.16;NO
20935;19;2;0;57707;1;51.14;57093.32;YES
22005;37;1;0;51313;1;48.15;50735.2;YES
19731;59;1;0;78489;0;50.19;77886.72;NO
26809;31;2;0;77219;1;52.52;76588.76;YES
12768;43;1;0;79318;0;50.44;78712.72;NO
26817;28;2;0;135717;1;52.9;135082.2;YES
11162;23;2;0;61838;1;51.61;61218.68;YES
22276;32;2;0;81878;0;52.15;81252.2;NO
17462;44;1;0;58377;1;56.49;57699.12;YES
28164;34;1;1;35141;1;50.6;34533.8;YES
11676;31;1;0;109694;1;51.91;109071.08;YES
17557;52;2;1;61055;1;51.23;60440.24;YES
22904;28;2;0;128582;1;51.55;127963.4;YES
15734;27;1;1;26872;0;46.86;26309.68;NO
29105;21;1;0;61830;1;48.81;61244.28;YES
26218;25;2;0;59637;1;48.58;59054.04;YES
27894;38;2;0;54394;1;51.43;53776.84;YES
22237;27;1;0;78158;0;50.03;77557.64;NO
29272;37;1;1;33439;1;52.24;32812.12;YES
22095;41;2;0;53516;0;54.12;52866.56;NO
14515;18;2;0;109494;0;53.1;108856.8;NO
16640;26;1;0;32888;0;45.81;32338.28;NO
23919;65;1;1;34925;1;49.21;34334.48;YES
12981;38;2;0;128989;1;55.97;128317.36;YES
11036;18;1;0;57167;0;48.18;56588.84;NO
26349;32;2;0;78977;1;53.79;78331.52;YES
21246;19;2;0;31943;1;47.46;31373.48;YES
16929;51;1;1;61802;0;52.89;61167.32;NO
22416;53;1;2;30615;1;47.26;30047.88;YES
25207;48;2;0;53597;0;52.83;52963.04;NO
21885;22;2;0;53819;1;49.83;53221.04;YES
11238;39;2;0;83331;0;52.17;82704.96;NO
28330;21;1;0;77738;0;50.03;77137.64;NO
27980;26;1;0;107041;0;50.97;106429.36;NO
17965;27;1;0;137646;0;52.16;137020.08;NO
18032;21;1;0;32308;1;46.43;31750.84;YES
16385;37;1;1;77888;1;53.14;77250.32;YES
13435;63;1;1;131538;1;55.58;130871.04;YES
11453;24;2;0;109138;1;55.61;108470.68;YES
23052;61;1;1;130932;1;53.27;130292.76;YES
14063;33;2;0;106232;0;55.85;105561.8;NO
12887;26;1;1;33324;1;47.34;32755.92;YES
29224;41;1;0;59865;0;48.49;59283.12;NO
21826;42;1;1;59774;1;49.75;59177;YES
11076;40;2;0;25963;0;46.94;25399.72;NO
11804;26;1;0;106595;0;51.34;105978.92;NO
25685;34;1;1;85012;1;49.62;84416.56;YES
11243;39;1;0;76821;0;49.87;76222.56;NO
28514;28;2;0;55024;1;48.71;54439.48;YES
24942;57;1;1;84725;1;52.18;84098.84;YES
16833;65;1;2;129697;1;55.4;129032.2;YES
27166;24;2;0;51637;0;47.74;51064.12;NO
29315;38;1;1;87148;1;51.3;86532.4;YES
20900;32;2;0;55069;1;51.55;54450.4;YES
19970;24;2;0;76597;0;52.12;75971.56;NO
19328;32;2;0;59538;1;54.04;58889.52;YES
25973;34;2;0;79805;1;51.74;79184.12;YES
13521;19;2;0;101999;1;55.19;101336.72;YES
17755;37;1;1;82220;1;54.28;81568.64;YES
15708;48;1;1;33459;0;50.74;32850.12;NO
16159;28;1;0;105672;1;51.64;105052.32;YES
21656;34;1;1;29042;0;47.12;28476.56;NO
22010;22;2;0;80609;1;49.86;80010.68;YES
12661;50;1;1;57305;1;50.32;56701.16;YES
23731;45;1;1;79511;1;51.4;78894.2;YES
12955;35;2;0;129645;1;54.1;128995.8;YES
23316;50;2;1;57527;1;50.51;56920.88;YES
25670;21;2;0;51183;0;48.32;50603.16;NO
14921;37;2;0;53830;0;52.76;53196.88;NO
29148;35;2;0;35797;0;47.43;35227.84;NO
12258;35;1;0;131341;1;51.53;130722.64;YES
15021;46;1;0;51338;0;48.87;50751.56;NO
13978;29;1;0;60219;1;48.16;59641.08;YES
17509;21;2;0;80570;1;53.99;79922.12;YES
12788;40;1;1;82479;1;53.47;81837.36;YES
